01	01042586	01/10/2019	05:18	IN
01	17430879	01/10/2019	06:00	IN
01	03921896	01/10/2019	06:40	IN
01	04217946	01/10/2019	06:44	IN
01	00862571	01/10/2019	06:44	IN
01	03528780	01/10/2019	06:44	IN
01	09852179	01/10/2019	06:48	IN
01	04108313	01/10/2019	06:48	IN
01	15115109	01/10/2019	06:48	IN
01	11803978	01/10/2019	06:48	IN
01	05805083	01/10/2019	06:48	IN
01	13223812	01/10/2019	06:48	IN
01	15458485	01/10/2019	06:48	IN
01	00056694	01/10/2019	06:49	IN
01	00545433	01/10/2019	06:49	IN
01	01022728	01/10/2019	06:49	IN
01	03537049	01/10/2019	06:49	IN
01	05809897	01/10/2019	06:49	IN
01	23240535	01/10/2019	06:49	IN
01	03920247	01/10/2019	06:49	IN
01	11734667	01/10/2019	06:49	IN
01	04052037	01/10/2019	06:49	IN
01	11901626	01/10/2019	06:49	IN
01	04039191	01/10/2019	06:49	IN
01	15725515	01/10/2019	06:49	IN
01	04428298	01/10/2019	06:49	IN
01	13126222	01/10/2019	06:49	IN
01	04104096	01/10/2019	06:49	IN
01	15458549	01/10/2019	06:49	IN
01	01503455	01/10/2019	06:49	IN
01	05805408	01/10/2019	06:50	IN
01	15514830	01/10/2019	06:50	IN
01	04310340	01/10/2019	06:50	IN
01	08021099	01/10/2019	06:50	IN
01	03925998	01/10/2019	06:54	IN
01	05829756	01/10/2019	06:54	IN
01	00627026	01/10/2019	07:08	IN
01	05759281	01/10/2019	07:08	IN
01	03538183	01/10/2019	07:08	IN
01	04039658	01/10/2019	07:08	IN
01	14053104	01/10/2019	07:08	IN
01	03318217	01/10/2019	07:08	IN
01	04026332	01/10/2019	07:08	IN
01	01003464	01/10/2019	07:08	IN
01	05822446	01/10/2019	07:09	IN
01	00644050	01/10/2019	07:09	IN
01	11139444	01/10/2019	07:09	IN
02	05816995	30/09/2019	16:25	OT
02	00944354	30/09/2019	16:25	OT
02	04052686	30/09/2019	16:25	OT
02	05628374	30/09/2019	16:25	OT
02	04040907	30/09/2019	16:25	OT
02	05804784	30/09/2019	16:25	OT
02	15725484	30/09/2019	16:25	OT
02	23637342	30/09/2019	16:25	OT
02	14203619	30/09/2019	16:25	OT
02	03139575	30/09/2019	16:25	OT
02	11741639	30/09/2019	16:25	OT
02	00911012	30/09/2019	16:25	OT
02	04045662	30/09/2019	16:25	OT
02	00534467	30/09/2019	16:25	OT
02	04428345	30/09/2019	16:25	OT
02	03140221	30/09/2019	16:25	OT
02	05535382	30/09/2019	16:25	OT
02	00804126	30/09/2019	16:25	OT
02	04314345	30/09/2019	16:26	OT
02	00965158	30/09/2019	16:26	OT
02	06861330	30/09/2019	16:26	OT
02	11859859	30/09/2019	16:28	OT
02	09955137	30/09/2019	16:28	OT
02	12552707	30/09/2019	16:28	OT
02	05459978	30/09/2019	16:30	OT
02	15458245	30/09/2019	16:31	OT
02	14163328	30/09/2019	16:31	OT
02	11932921	30/09/2019	16:32	OT
02	11932921	30/09/2019	16:32	OT
02	03916659	30/09/2019	16:32	OT
02	05519452	30/09/2019	16:32	OT
02	05532338	30/09/2019	16:33	OT
02	04107007	30/09/2019	16:33	OT
02	05926868	30/09/2019	16:34	OT
02	15563943	30/09/2019	16:35	OT
02	00629163	30/09/2019	16:35	OT
02	12103367	30/09/2019	16:35	OT
02	11426767	30/09/2019	16:35	OT
02	05547703	30/09/2019	16:35	OT
02	05818306	30/09/2019	17:10	OT
02	03721007	30/09/2019	17:18	OT
02	00545432	30/09/2019	17:45	OT
02	00627025	30/09/2019	17:45	OT
02	00625527	30/09/2019	17:45	OT
02	13554563	30/09/2019	17:45	OT
02	03719101	30/09/2019	17:45	OT
02	03531799	30/09/2019	17:45	OT
02	01023444	30/09/2019	17:45	OT
02	01042208	01/10/2019	05:17	IN
02	01042586	01/10/2019	05:19	IN
02	00937367	01/10/2019	06:56	IN
02	03720830	01/10/2019	06:56	IN
